latency_us exceedance
1840.30 7.542458e-01
1840.32 7.532468e-01
1840.38 7.522478e-01
1840.52 7.512488e-01
1840.66 7.502498e-01
1840.87 7.492507e-01
1840.89 7.482517e-01
1841.04 7.472527e-01
1841.30 7.462537e-01
1841.35 7.452547e-01
1841.50 7.442557e-01
1841.57 7.432567e-01
1841.74 7.422577e-01
1841.75 7.412587e-01
1841.81 7.402597e-01
1841.88 7.392607e-01
1841.95 7.382617e-01
1842.16 7.372627e-01
1842.26 7.362637e-01
1842.41 7.352647e-01
1842.48 7.342657e-01
1842.66 7.332667e-01
1842.69 7.322677e-01
1842.69 7.312687e-01
1842.70 7.302697e-01
1842.73 7.292707e-01
1842.74 7.282717e-01
1842.88 7.272727e-01
1842.90 7.262737e-01
1842.91 7.252747e-01
1842.98 7.242757e-01
1843.04 7.232767e-01
1843.11 7.222777e-01
1843.13 7.212787e-01
1843.13 7.202797e-01
1843.16 7.192807e-01
1843.18 7.182817e-01
1843.28 7.172827e-01
1843.29 7.162837e-01
1843.32 7.152847e-01
1843.44 7.142857e-01
1843.46 7.132867e-01
1843.54 7.122877e-01
1843.61 7.112887e-01
1843.73 7.102897e-01
1843.75 7.092907e-01
1843.97 7.082917e-01
1844.07 7.072927e-01
1844.13 7.062937e-01
1844.43 7.052947e-01
1844.49 7.042957e-01
1844.59 7.032967e-01
1844.62 7.022977e-01
1844.62 7.012987e-01
1844.64 7.002997e-01
1844.65 6.993007e-01
1844.96 6.983017e-01
1845.04 6.973027e-01
1845.15 6.963037e-01
1845.21 6.953047e-01
1845.29 6.943057e-01
1845.34 6.933067e-01
1845.34 6.923077e-01
1845.38 6.913087e-01
1845.42 6.903097e-01
1845.63 6.893107e-01
1845.65 6.883117e-01
1845.68 6.873127e-01
1845.86 6.863137e-01
1845.96 6.853147e-01
1845.96 6.843157e-01
1846.23 6.833167e-01
1846.26 6.823177e-01
1846.29 6.813187e-01
1846.41 6.803197e-01
1846.49 6.793207e-01
1846.57 6.783217e-01
1846.69 6.773227e-01
1846.90 6.763237e-01
1847.02 6.753247e-01
1847.06 6.743257e-01
1847.16 6.733267e-01
1847.20 6.723277e-01
1847.46 6.713287e-01
1847.76 6.703297e-01
1847.77 6.693307e-01
1847.83 6.683317e-01
1847.83 6.673327e-01
1847.95 6.663337e-01
1848.07 6.653347e-01
1848.09 6.643357e-01
1848.21 6.633367e-01
1848.22 6.623377e-01
1848.24 6.613387e-01
1848.31 6.603397e-01
1848.38 6.593407e-01
1848.44 6.583417e-01
1848.45 6.573427e-01
1848.55 6.563437e-01
1848.66 6.553447e-01
1848.80 6.543457e-01
1848.81 6.533467e-01
1848.81 6.523477e-01
1849.34 6.513487e-01
1849.36 6.503497e-01
1849.45 6.493506e-01
1849.56 6.483516e-01
1849.72 6.473526e-01
1849.92 6.463536e-01
1850.49 6.453546e-01
1850.53 6.443556e-01
1850.65 6.433566e-01
1850.75 6.423576e-01
1851.06 6.413586e-01
1851.22 6.403596e-01
1851.26 6.393606e-01
1851.28 6.383616e-01
1851.85 6.373626e-01
1852.12 6.363636e-01
1852.13 6.353646e-01
1852.15 6.343656e-01
1852.15 6.333666e-01
1852.26 6.323676e-01
1852.56 6.313686e-01
1852.78 6.303696e-01
1852.86 6.293706e-01
1852.92 6.283716e-01
1852.94 6.273726e-01
1853.47 6.263736e-01
1854.31 6.253746e-01
1854.32 6.243756e-01
1854.43 6.233766e-01
1854.48 6.223776e-01
1854.59 6.213786e-01
1854.62 6.203796e-01
1854.94 6.193806e-01
1855.05 6.183816e-01
1855.10 6.173826e-01
1855.24 6.163836e-01
1855.32 6.153846e-01
1855.58 6.143856e-01
1855.74 6.133866e-01
1855.85 6.123876e-01
1855.93 6.113886e-01
1856.05 6.103896e-01
1856.06 6.093906e-01
1856.28 6.083916e-01
1856.29 6.073926e-01
1856.48 6.063936e-01
1856.48 6.053946e-01
1856.48 6.043956e-01
1856.63 6.033966e-01
1856.99 6.023976e-01
1857.02 6.013986e-01
1857.48 6.003996e-01
1857.49 5.994006e-01
1857.70 5.984016e-01
1857.84 5.974026e-01
1857.92 5.964036e-01
1858.16 5.954046e-01
1858.32 5.944056e-01
1858.48 5.934066e-01
1858.56 5.924076e-01
1858.60 5.914086e-01
1858.61 5.904096e-01
1858.63 5.894106e-01
1858.96 5.884116e-01
1858.96 5.874126e-01
1859.03 5.864136e-01
1859.14 5.854146e-01
1859.26 5.844156e-01
1859.33 5.834166e-01
1859.45 5.824176e-01
1859.69 5.814186e-01
1860.08 5.804196e-01
1860.15 5.794206e-01
1860.24 5.784216e-01
1860.35 5.774226e-01
1860.38 5.764236e-01
1860.66 5.754246e-01
1861.16 5.744256e-01
1861.36 5.734266e-01
1861.39 5.724276e-01
1861.53 5.714286e-01
1861.86 5.704296e-01
1861.93 5.694306e-01
1861.95 5.684316e-01
1862.37 5.674326e-01
1862.44 5.664336e-01
1862.54 5.654346e-01
1862.76 5.644356e-01
1862.84 5.634366e-01
1862.94 5.624376e-01
1863.55 5.614386e-01
1863.84 5.604396e-01
1863.86 5.594406e-01
1864.00 5.584416e-01
1864.57 5.574426e-01
1864.58 5.564436e-01
1864.84 5.554446e-01
1864.95 5.544456e-01
1865.13 5.534466e-01
1865.14 5.524476e-01
1865.17 5.514486e-01
1865.37 5.504496e-01
1865.45 5.494505e-01
1865.53 5.484515e-01
1865.91 5.474525e-01
1866.14 5.464535e-01
1866.52 5.454545e-01
1866.96 5.444555e-01
1867.04 5.434565e-01
1867.31 5.424575e-01
1867.43 5.414585e-01
1867.50 5.404595e-01
1867.55 5.394605e-01
1867.83 5.384615e-01
1868.03 5.374625e-01
1868.04 5.364635e-01
1868.26 5.354645e-01
1868.42 5.344655e-01
1868.60 5.334665e-01
1868.79 5.324675e-01
1868.84 5.314685e-01
1868.85 5.304695e-01
1869.06 5.294705e-01
1869.15 5.284715e-01
1869.16 5.274725e-01
1869.46 5.264735e-01
1869.57 5.254745e-01
1869.91 5.244755e-01
1870.03 5.234765e-01
1870.05 5.224775e-01
1870.34 5.214785e-01
1870.70 5.204795e-01
1870.91 5.194805e-01
1870.96 5.184815e-01
1870.99 5.174825e-01
1871.34 5.164835e-01
1871.47 5.154845e-01
1871.48 5.144855e-01
1871.49 5.134865e-01
1871.60 5.124875e-01
1871.79 5.114885e-01
1872.14 5.104895e-01
1872.38 5.094905e-01
1872.46 5.084915e-01
1872.60 5.074925e-01
1872.71 5.064935e-01
1872.80 5.054945e-01
1872.94 5.044955e-01
1873.04 5.034965e-01
1873.12 5.024975e-01
1873.37 5.014985e-01
1873.49 5.004995e-01
1873.57 4.995005e-01
1873.80 4.985015e-01
1873.89 4.975025e-01
1874.10 4.965035e-01
1874.25 4.955045e-01
1874.56 4.945055e-01
1875.24 4.935065e-01
1875.40 4.925075e-01
1875.55 4.915085e-01
1875.57 4.905095e-01
1875.58 4.895105e-01
1875.60 4.885115e-01
1875.62 4.875125e-01
1875.64 4.865135e-01
1875.68 4.855145e-01
1875.86 4.845155e-01
1875.94 4.835165e-01
1876.18 4.825175e-01
1876.41 4.815185e-01
