platform,model,impl,device,kernel,size,scenario,iter,lat_ns,e2e_ns
P1,sycl,acpp-omp-aot-usm,cpu,gemm,256,warm,2,4270581,4311469
P1,sycl,acpp-omp-aot-usm,cpu,gemm,256,warm,3,4199196,4278163
P1,sycl,acpp-omp-aot-usm,cpu,gemm,256,warm,4,4208125,4304124
P1,cpp,serial,cpu,gemm,256,warm,0,2239988,2143063
P1,cpp,serial,cpu,gemm,256,warm,1,2286268,2145925
P1,cpp,serial,cpu,gemm,256,warm,2,2174049,2147337
P1,cpp,serial,cpu,gemm,256,warm,3,2218945,2198754
P1,cpp,serial,cpu,gemm,256,warm,4,2146897,2196138
P1,opencl,pocl,cpu,gemm,256,cold,0,24335554,24297405
P1,opencl,pocl,cpu,gemm,256,cold,1,24476872,24608449
P1,opencl,pocl,cpu,gemm,256,cold,2,24497653,24368043
P1,opencl,pocl,cpu,gemm,256,cold,3,24142938,24431379
P1,opencl,pocl,cpu,gemm,256,cold,4,24161080,24398104
P1,opencl,pocl,cpu,gemm,256,warm,0,25008764,24339289
P1,opencl,pocl,cpu,gemm,256,warm,1,25871955,24494649
P1,opencl,pocl,cpu,gemm,256,warm,2,24691719,24320157
P1,opencl,pocl,cpu,gemm,256,warm,3,24305937,24554623
P1,opencl,pocl,cpu,gemm,256,warm,4,24460039,24333745
P1,opencl,intel-ocl,cpu,gemm,256,warm,0,2176644,2443541
P1,opencl,intel-ocl,cpu,gemm,256,warm,1,1949336,1906214
P1,opencl,intel-ocl,cpu,gemm,256,warm,2,2034350,1929207
P1,opencl,intel-ocl,cpu,gemm,256,warm,3,1875524,2075247
P1,opencl,intel-ocl,cpu,gemm,256,warm,4,1882660,1896659
P1,sycl,acpp-omp-jit-usm,cpu,gemm,256,cold,0,1624102,1629120
P1,sycl,acpp-omp-jit-usm,cpu,gemm,256,cold,1,1570165,1698243
P1,sycl,acpp-omp-jit-usm,cpu,gemm,256,cold,2,1464222,1638510
P1,sycl,acpp-omp-jit-usm,cpu,gemm,256,cold,3,1482018,1593340
P1,sycl,acpp-omp-jit-usm,cpu,gemm,256,cold,4,1528339,1585879
P1,sycl,acpp-omp-jit-usm,cpu,gemm,256,warm,0,1614819,1710785
P1,sycl,acpp-omp-jit-usm,cpu,gemm,256,warm,1,1642043,1570017
P1,sycl,acpp-omp-jit-usm,cpu,gemm,256,warm,2,1515298,1571421
P1,sycl,acpp-omp-jit-usm,cpu,gemm,256,warm,3,1471442,1604589
P1,sycl,acpp-omp-jit-usm,cpu,gemm,256,warm,4,1521384,1553757
P1,sycl,acpp-ocl-jit-usm,cpu,gemm,256,cold,0,2068086,2229597
P1,sycl,acpp-ocl-jit-usm,cpu,gemm,256,cold,1,1869937,2135083
P1,sycl,acpp-ocl-jit-usm,cpu,gemm,256,cold,2,1848170,2113734
P1,sycl,acpp-ocl-jit-usm,cpu,gemm,256,cold,3,1846983,2224034
P1,sycl,acpp-ocl-jit-usm,cpu,gemm,256,cold,4,1853355,2082861
P1,sycl,acpp-ocl-jit-usm,cpu,gemm,256,warm,0,2233033,2173124
P1,sycl,acpp-ocl-jit-usm,cpu,gemm,256,warm,1,2017507,2184529
P1,sycl,acpp-ocl-jit-usm,cpu,gemm,256,warm,2,1941198,2070732
P1,sycl,acpp-ocl-jit-usm,cpu,gemm,256,warm,3,1884158,2123511
P1,sycl,acpp-ocl-jit-usm,cpu,gemm,256,warm,4,1887336,2046603
P1,sycl,acpp-omp-aot-usm,cpu,gemm,256,warm,0,4333426,4595436
P1,sycl,acpp-omp-aot-usm,cpu,gemm,256,warm,1,4670325,4228307
P1,sycl,acpp-omp-aot-usm,cpu,gemm,256,warm,2,4253890,4998525
P1,sycl,acpp-omp-aot-usm,cpu,gemm,256,warm,3,4201337,4877568
P1,sycl,acpp-omp-aot-usm,cpu,gemm,256,warm,4,4520100,4896376
P1,cpp,serial,cpu,gemm,256,warm,0,2148826,2584664
P1,cpp,serial,cpu,gemm,256,warm,1,2191453,2138915
P1,cpp,serial,cpu,gemm,256,warm,2,2232095,2192707
P1,cpp,serial,cpu,gemm,256,warm,3,2328863,2167888
P1,cpp,serial,cpu,gemm,256,warm,4,2215244,2259733
P1,opencl,pocl,cpu,gemm,256,cold,0,34752284,48474403
P1,opencl,pocl,cpu,gemm,256,cold,1,46886699,40625786
P1,opencl,pocl,cpu,gemm,256,cold,2,24250332,24383069
P1,opencl,pocl,cpu,gemm,256,cold,3,24638986,24412390
P1,opencl,pocl,cpu,gemm,256,cold,4,24337260,24381248
P1,opencl,pocl,cpu,gemm,256,warm,0,24396228,24391360
P1,opencl,pocl,cpu,gemm,256,warm,1,24164925,29867129
P1,opencl,pocl,cpu,gemm,256,warm,2,24177366,25415767
P1,opencl,pocl,cpu,gemm,256,warm,3,24362370,31882508
P1,opencl,pocl,cpu,gemm,256,warm,4,34084276,24899586
P1,opencl,intel-ocl,cpu,gemm,256,warm,0,1854470,2032975
P1,opencl,intel-ocl,cpu,gemm,256,warm,1,1837340,2110184
P1,opencl,intel-ocl,cpu,gemm,256,warm,2,1863857,2022634
P1,opencl,intel-ocl,cpu,gemm,256,warm,3,1827105,2043451
P1,opencl,intel-ocl,cpu,gemm,256,warm,4,1833447,2071330
P1,sycl,acpp-omp-jit-usm,cpu,gemm,256,cold,0,3202338,3256495
P1,sycl,acpp-omp-jit-usm,cpu,gemm,256,cold,1,3019447,3454226
P1,sycl,acpp-omp-jit-usm,cpu,gemm,256,cold,2,3018759,3347240
P1,sycl,acpp-omp-jit-usm,cpu,gemm,256,cold,3,2730872,3565330
P1,sycl,acpp-omp-jit-usm,cpu,gemm,256,cold,4,2368496,1851560
P1,sycl,acpp-omp-jit-usm,cpu,gemm,256,warm,0,1777556,1830508
P1,sycl,acpp-omp-jit-usm,cpu,gemm,256,warm,1,1625838,1886977
P1,sycl,acpp-omp-jit-usm,cpu,gemm,256,warm,2,1565095,1772524
P1,sycl,acpp-omp-jit-usm,cpu,gemm,256,warm,3,1550654,1753004
P1,sycl,acpp-omp-jit-usm,cpu,gemm,256,warm,4,1559671,1709598
P1,sycl,acpp-ocl-jit-usm,cpu,gemm,256,cold,0,3009116,2817158
P1,sycl,acpp-ocl-jit-usm,cpu,gemm,256,cold,1,2319909,5000068
P1,sycl,acpp-ocl-jit-usm,cpu,gemm,256,cold,2,3049180,3375387
P1,sycl,acpp-ocl-jit-usm,cpu,gemm,256,cold,3,3279435,3864491
P1,sycl,acpp-ocl-jit-usm,cpu,gemm,256,cold,4,3025373,3435938
P1,sycl,acpp-ocl-jit-usm,cpu,gemm,256,warm,0,2548212,2327718
P1,sycl,acpp-ocl-jit-usm,cpu,gemm,256,warm,1,1888011,2141368
P1,sycl,acpp-ocl-jit-usm,cpu,gemm,256,warm,2,1988186,2122453
P1,sycl,acpp-ocl-jit-usm,cpu,gemm,256,warm,3,1850299,2110170
P1,sycl,acpp-ocl-jit-usm,cpu,gemm,256,warm,4,1841866,2071033
P1,sycl,acpp-omp-aot-usm,cpu,gemm,256,warm,0,4526494,5660736
P1,sycl,acpp-omp-aot-usm,cpu,gemm,256,warm,1,4316510,4505564
P1,sycl,acpp-omp-aot-usm,cpu,gemm,256,warm,2,4301645,4466789
P1,sycl,acpp-omp-aot-usm,cpu,gemm,256,warm,3,4437492,4326432
P1,sycl,acpp-omp-aot-usm,cpu,gemm,256,warm,4,4187373,4308514
P1,cpp,serial,cpu,gemm,256,warm,0,2658161,2709641
P1,cpp,serial,cpu,gemm,256,warm,1,2273213,2232884
P1,cpp,serial,cpu,gemm,256,warm,2,2191664,2452071
P1,cpp,serial,cpu,gemm,256,warm,3,2249858,2144171
P1,cpp,serial,cpu,gemm,256,warm,4,2202807,2163133
P1,opencl,pocl,cpu,gemm,256,cold,0,24191958,24622081
P1,opencl,pocl,cpu,gemm,256,cold,1,24280599,24238930
P1,opencl,pocl,cpu,gemm,256,cold,2,24156838,24297344
P1,opencl,pocl,cpu,gemm,256,cold,3,24180617,24258946
P1,opencl,pocl,cpu,gemm,256,cold,4,24135753,24302843
P1,opencl,pocl,cpu,gemm,256,warm,0,24310668,24604573
P1,opencl,pocl,cpu,gemm,256,warm,1,24247640,24345459
P1,opencl,pocl,cpu,gemm,256,warm,2,24139417,24360165
P1,opencl,pocl,cpu,gemm,256,warm,3,24211568,24313547
P1,opencl,pocl,cpu,gemm,256,warm,4,24144894,24334890
P1,opencl,intel-ocl,cpu,gemm,256,warm,0,1912694,1918296
P1,opencl,intel-ocl,cpu,gemm,256,warm,1,1870831,1936138
P1,opencl,intel-ocl,cpu,gemm,256,warm,2,1859515,1923280
P1,opencl,intel-ocl,cpu,gemm,256,warm,3,1879521,1919180
P1,opencl,intel-ocl,cpu,gemm,256,warm,4,1843819,1913174
P1,sycl,acpp-omp-jit-usm,cpu,gemm,256,cold,0,1649356,1767133
P1,sycl,acpp-omp-jit-usm,cpu,gemm,256,cold,1,1537147,1688453
P1,sycl,acpp-omp-jit-usm,cpu,gemm,256,cold,2,1513221,1628965
P1,sycl,acpp-omp-jit-usm,cpu,gemm,256,cold,3,1578808,1700527
P1,sycl,acpp-omp-jit-usm,cpu,gemm,256,cold,4,1570372,1644175
P1,sycl,acpp-omp-jit-usm,cpu,gemm,256,warm,0,1615883,1747873
P1,sycl,acpp-omp-jit-usm,cpu,gemm,256,warm,1,1530853,1673953
P1,sycl,acpp-omp-jit-usm,cpu,gemm,256,warm,2,1533620,1775314
P1,sycl,acpp-omp-jit-usm,cpu,gemm,256,warm,3,1527981,1634967
P1,sycl,acpp-omp-jit-usm,cpu,gemm,256,warm,4,1509401,1630266
P1,sycl,acpp-ocl-jit-usm,cpu,gemm,256,cold,0,2259738,2251861
P1,sycl,acpp-ocl-jit-usm,cpu,gemm,256,cold,1,1909312,2145561
P1,sycl,acpp-ocl-jit-usm,cpu,gemm,256,cold,2,2033803,2076690
P1,sycl,acpp-ocl-jit-usm,cpu,gemm,256,cold,3,2014618,2095608
P1,sycl,acpp-ocl-jit-usm,cpu,gemm,256,cold,4,2183649,2064424
P1,sycl,acpp-ocl-jit-usm,cpu,gemm,256,warm,0,1998705,2312172
P1,sycl,acpp-ocl-jit-usm,cpu,gemm,256,warm,1,1887184,2321243
P1,sycl,acpp-ocl-jit-usm,cpu,gemm,256,warm,2,1849017,2613688
P1,sycl,acpp-ocl-jit-usm,cpu,gemm,256,warm,3,1853802,2182671
P1,sycl,acpp-ocl-jit-usm,cpu,gemm,256,warm,4,1841478,2198065
P1,sycl,acpp-omp-aot-usm,cpu,gemm,256,warm,0,4412466,4546267
P1,sycl,acpp-omp-aot-usm,cpu,gemm,256,warm,1,4270720,4400589
P1,sycl,acpp-omp-aot-usm,cpu,gemm,256,warm,2,4282861,4399499
P1,sycl,acpp-omp-aot-usm,cpu,gemm,256,warm,3,4206513,4410853
P1,sycl,acpp-omp-aot-usm,cpu,gemm,256,warm,4,4207488,4428188
P1,cpp,serial,cpu,gemm,256,warm,0,2329916,2146538
P1,cpp,serial,cpu,gemm,256,warm,1,2202179,2144666
P1,cpp,serial,cpu,gemm,256,warm,2,2193584,2139956
P1,cpp,serial,cpu,gemm,256,warm,3,2181007,2140236
P1,cpp,serial,cpu,gemm,256,warm,4,2196387,2177707
P1,opencl,pocl,cpu,gemm,256,cold,0,24244856,24288430
P1,opencl,pocl,cpu,gemm,256,cold,1,24085579,24274642
P1,opencl,pocl,cpu,gemm,256,cold,2,24151460,24270261
P1,opencl,pocl,cpu,gemm,256,cold,3,24147384,25213709
P1,opencl,pocl,cpu,gemm,256,cold,4,24146699,24479348
P1,opencl,pocl,cpu,gemm,256,warm,0,24190449,24345970
P1,opencl,pocl,cpu,gemm,256,warm,1,24222678,24275972
P1,opencl,pocl,cpu,gemm,256,warm,2,24206170,24381581
P1,opencl,pocl,cpu,gemm,256,warm,3,24736612,24327594
P1,opencl,pocl,cpu,gemm,256,warm,4,24096782,24250669
P1,opencl,intel-ocl,cpu,gemm,256,warm,0,1902753,2085659
P1,opencl,intel-ocl,cpu,gemm,256,warm,1,1802526,1991379
P1,opencl,intel-ocl,cpu,gemm,256,warm,2,1793596,1942085
P1,opencl,intel-ocl,cpu,gemm,256,warm,3,1866168,1935236
P1,opencl,intel-ocl,cpu,gemm,256,warm,4,1841712,1931070
P1,sycl,acpp-omp-jit-usm,cpu,gemm,256,cold,0,1717903,1698646
P1,sycl,acpp-omp-jit-usm,cpu,gemm,256,cold,1,1639679,1835236
P1,sycl,acpp-omp-jit-usm,cpu,gemm,256,cold,2,1557956,1758942
P1,sycl,acpp-omp-jit-usm,cpu,gemm,256,cold,3,1511898,1675957
P1,sycl,acpp-omp-jit-usm,cpu,gemm,256,cold,4,1514097,1618462
P1,sycl,acpp-omp-jit-usm,cpu,gemm,256,warm,0,1570348,1747852
P1,sycl,acpp-omp-jit-usm,cpu,gemm,256,warm,1,1561804,1647576
P1,sycl,acpp-omp-jit-usm,cpu,gemm,256,warm,2,1497495,1600047
P1,sycl,acpp-omp-jit-usm,cpu,gemm,256,warm,3,1545911,1598499
P1,sycl,acpp-omp-jit-usm,cpu,gemm,256,warm,4,1546160,1626551
P1,sycl,acpp-ocl-jit-usm,cpu,gemm,256,cold,0,2228588,2205180
P1,sycl,acpp-ocl-jit-usm,cpu,gemm,256,cold,1,1861220,2156521
P1,sycl,acpp-ocl-jit-usm,cpu,gemm,256,cold,2,1846069,2155753
P1,sycl,acpp-ocl-jit-usm,cpu,gemm,256,cold,3,1845744,2129739
P1,sycl,acpp-ocl-jit-usm,cpu,gemm,256,cold,4,1847886,2102750
P1,sycl,acpp-ocl-jit-usm,cpu,gemm,256,warm,0,2143854,2248786
P1,sycl,acpp-ocl-jit-usm,cpu,gemm,256,warm,1,1909077,2126267
P1,sycl,acpp-ocl-jit-usm,cpu,gemm,256,warm,2,1838883,2099652
P1,sycl,acpp-ocl-jit-usm,cpu,gemm,256,warm,3,1842204,2112571
P1,sycl,acpp-ocl-jit-usm,cpu,gemm,256,warm,4,1831191,2105683
P1,sycl,acpp-omp-aot-usm,cpu,gemm,256,warm,0,4998811,4973253
P1,sycl,acpp-omp-aot-usm,cpu,gemm,256,warm,1,4300990,4476077
P1,sycl,acpp-omp-aot-usm,cpu,gemm,256,warm,2,4256928,4494961
P1,sycl,acpp-omp-aot-usm,cpu,gemm,256,warm,3,4243333,4456268
P1,sycl,acpp-omp-aot-usm,cpu,gemm,256,warm,4,4219853,4429432
