platform,model,impl,device,kernel,size,scenario,n,min,median,mean,std,cov,p99,p999,max,iqr,e2e_median,tail999,maxmed,label,family,gflops
P1,sycl,acpp-omp-jit-buf,cpu,conv,512,intf,1000.0,6919.823,7204.0419999999995,7358.661061,597.5821016285947,0.08120799377426234,10350.141969999999,12059.805800000144,13652.012,150.34499999999935,7574.3330000000005,1.674033244114921,1.8950489183711035,SYCL OMP JIT buf,SYCL,1.819423040565283
P1,sycl,acpp-omp-jit-buf,cpu,conv,512,iso,1000.0,6913.79,7161.8305,7287.417949,476.2388883043086,0.06535084053600348,9419.886279999999,10843.431569000033,11202.641,128.62574999999924,7456.343500000001,1.5140586710338975,1.5642147632508197,SYCL OMP JIT buf,SYCL,1.8301466363941454
P1,sycl,acpp-omp-jit-buf,cpu,conv,1024,intf,500.0,27954.874,29027.122,30069.297028,4497.147440227249,0.14955944716764027,46748.15049999998,80502.40858300097,95046.304,686.7672499999971,30664.226000000002,2.773351370590614,3.27439640760803,SYCL OMP JIT buf,SYCL,1.8062004217986198
P1,sycl,acpp-omp-jit-buf,cpu,conv,1024,iso,500.0,27739.556,28928.360999999997,29449.807576000003,1689.6613971161007,0.05737427630912886,38317.56448999999,41159.95879300007,42198.025,769.922499999997,30445.052499999998,1.422823740100591,1.4587077712422079,SYCL OMP JIT buf,SYCL,1.812366763537001
P1,sycl,acpp-omp-jit-buf,cpu,gemm,256,intf,1000.0,1439.011,1511.4385000000002,1524.134014,96.0508027463593,0.06301991941921145,1817.1108,3162.7599150000074,3244.593,53.13400000000024,1642.353,2.0925495248400825,2.1466920420513302,SYCL OMP JIT buf,SYCL,22.200329024303667
P1,sycl,acpp-omp-jit-buf,cpu,gemm,256,iso,1000.0,1439.857,1512.558,1551.911003,156.3663512768288,0.10075729276650332,2184.00483,3012.5450030000156,3186.374,71.19724999999971,1630.249,1.991688915730845,2.10661277121274,SYCL OMP JIT buf,SYCL,22.18389774144198
P1,sycl,acpp-omp-jit-buf,cpu,gemm,512,intf,300.0,11846.208,12845.444500000001,13319.708949999998,1648.2950667316354,0.12374857986154687,20865.651689999988,24697.92824300004,25233.48,755.0509999999995,13405.252,1.9226993852178518,1.964391345118497,SYCL OMP JIT buf,SYCL,20.897327141929573
P1,sycl,acpp-omp-jit-buf,cpu,gemm,512,iso,300.0,12077.581,12935.393499999998,13293.64411,1566.103106307179,0.11780841230201844,22266.812539999995,25222.906369000037,25718.968,573.3455000000013,13538.491,1.9499141150209338,1.988263287081294,SYCL OMP JIT buf,SYCL,20.752013149039495
P1,sycl,acpp-omp-jit-buf,cpu,kalman,4096,intf,1000.0,397.801,442.6115,451.011961,27.133656887038693,0.06016172348706001,567.2383699999999,608.9739180000014,624.876,33.247999999999934,599.8689999999999,1.3758655570404326,1.411793412507357,SYCL OMP JIT buf,SYCL,9.254165334610601
P1,sycl,acpp-omp-jit-buf,cpu,kalman,4096,iso,1000.0,394.008,443.2,464.890376,152.38395566241857,0.32778470695297546,760.0086599999989,2674.1028290000454,3181.424,36.279249999999934,579.888,6.033625516696853,7.178303249097473,SYCL OMP JIT buf,SYCL,9.24187725631769
P1,sycl,acpp-omp-jit-buf,cpu,kalman,32768,intf,500.0,3086.652,3500.359,3718.319278,627.457685358006,0.1687476621683497,5733.837369999999,8269.148893000038,8834.712,483.85275,5275.061,2.3623716575928464,2.523944543973918,SYCL OMP JIT buf,SYCL,9.361325509754856
P1,sycl,acpp-omp-jit-buf,cpu,kalman,32768,iso,500.0,3146.922,3344.616,3365.7137059999995,194.29872252132387,0.05772883242414555,4197.198409999999,4862.772447000025,5230.509,69.28600000000006,4439.532999999999,1.45391053771196,1.5638593488759247,SYCL OMP JIT buf,SYCL,9.79723830777584
P1,sycl,acpp-omp-jit-usm,cpu,conv,512,intf,1000.0,6905.549,7200.5635,7375.896437,573.0121511945246,0.07768711994383504,9468.062750000001,13472.0723050001,14567.281,159.2267499999998,7594.7725,1.8709747237143453,2.0230751384943693,SYCL OMP JIT USM,SYCL,1.8203019805324958
P1,sycl,acpp-omp-jit-usm,cpu,conv,512,iso,1000.0,6888.461,7158.739,7319.542665999999,471.4096681154569,0.0644042516898223,9229.901749999999,9842.55574900001,9950.197,137.79699999999957,7423.02,1.3749007679983878,1.389937110432438,SYCL OMP JIT USM,SYCL,1.8309369848516617
P1,sycl,acpp-omp-jit-usm,cpu,conv,1024,intf,500.0,27989.149,29045.610500000003,29960.593012,2935.7789902625714,0.09798801342439101,43570.130430000005,51284.79078900028,55512.962,843.0022499999977,30638.4045,1.765664067863207,1.9112341260652792,SYCL OMP JIT USM,SYCL,1.8050507149780857
P1,sycl,acpp-omp-jit-usm,cpu,conv,1024,iso,500.0,27760.03,28771.303,29190.304011999997,1753.7957409420908,0.06008144828574288,38412.23426,45157.3654090002,48191.739,424.9602500000001,30225.9915,1.5695279914503768,1.6749932736796802,SYCL OMP JIT USM,SYCL,1.822260187520878
P1,sycl,acpp-omp-jit-usm,cpu,gemm,256,intf,1000.0,1439.529,1521.6019999999999,1611.266716,349.02258706027555,0.21661378814224544,3631.99035,3822.546910000019,4031.248,60.30975000000012,1620.462,2.512185781827324,2.6493445723651785,SYCL OMP JIT USM,SYCL,22.0520425183458
P1,sycl,acpp-omp-jit-usm,cpu,gemm,256,iso,1000.0,1445.557,1517.6770000000001,1577.2780460000001,268.7463404186712,0.17038615423591028,3057.42013,3257.8476210000254,3541.185,43.36650000000009,1609.9925,2.1466014316616944,2.333292920693929,SYCL OMP JIT USM,SYCL,22.10907327448462
P1,sycl,acpp-omp-jit-usm,cpu,gemm,512,intf,300.0,12093.891,12963.864000000001,13621.97476,2319.3257936685172,0.1702635509558467,22537.728030000002,33219.214601000014,33425.196,612.5352500000008,13621.5345,2.5624470143315303,2.578335903554681,SYCL OMP JIT USM,SYCL,20.706438759308178
P1,sycl,acpp-omp-jit-usm,cpu,gemm,512,iso,300.0,11863.119,12527.071,13162.178913333331,1891.181625463147,0.14368302071531436,22194.688639999993,24116.377238000026,24455.933,1006.6642500000016,12987.603500000001,1.9251409398094756,1.9522466983702735,SYCL OMP JIT USM,SYCL,21.42842935910557
P1,sycl,acpp-omp-jit-usm,cpu,kalman,4096,intf,1000.0,392.436,441.536,445.90709999999996,24.729516648808236,0.05545889861096232,520.82308,603.784448,604.232,29.781749999999988,566.622,1.3674636903899116,1.3684773155529786,SYCL OMP JIT USM,SYCL,9.27670676909697
