latency_us exceedance
1513.10 7.542458e-01
1513.20 7.532468e-01
1514.00 7.522478e-01
1515.50 7.512488e-01
1515.90 7.502498e-01
1517.60 7.492507e-01
1518.20 7.482517e-01
1518.80 7.472527e-01
1520.20 7.462537e-01
1520.50 7.452547e-01
1522.00 7.442557e-01
1523.30 7.432567e-01
1523.40 7.422577e-01
1523.40 7.412587e-01
1523.40 7.402597e-01
1523.60 7.392607e-01
1523.80 7.382617e-01
1523.80 7.372627e-01
1523.90 7.362637e-01
1524.40 7.352647e-01
1524.80 7.342657e-01
1526.20 7.332667e-01
1526.60 7.322677e-01
1526.80 7.312687e-01
1526.90 7.302697e-01
1527.50 7.292707e-01
1528.70 7.282717e-01
1528.90 7.272727e-01
1529.30 7.262737e-01
1529.70 7.252747e-01
1530.40 7.242757e-01
1531.10 7.232767e-01
1531.40 7.222777e-01
1531.90 7.212787e-01
1532.30 7.202797e-01
1532.70 7.192807e-01
1532.70 7.182817e-01
1533.10 7.172827e-01
1533.40 7.162837e-01
1533.50 7.152847e-01
1533.70 7.142857e-01
1534.10 7.132867e-01
1534.60 7.122877e-01
1535.10 7.112887e-01
1535.50 7.102897e-01
1536.20 7.092907e-01
1536.50 7.082917e-01
1538.90 7.072927e-01
1539.10 7.062937e-01
1540.90 7.052947e-01
1541.10 7.042957e-01
1543.00 7.032967e-01
1543.40 7.022977e-01
1543.50 7.012987e-01
1545.60 7.002997e-01
1545.70 6.993007e-01
1545.90 6.983017e-01
1547.00 6.973027e-01
1547.10 6.963037e-01
1548.40 6.953047e-01
1549.70 6.943057e-01
1550.30 6.933067e-01
1550.40 6.923077e-01
1551.20 6.913087e-01
1551.70 6.903097e-01
1552.40 6.893107e-01
1555.90 6.883117e-01
1556.00 6.873127e-01
1556.50 6.863137e-01
1557.80 6.853147e-01
1558.00 6.843157e-01
1558.10 6.833167e-01
1558.30 6.823177e-01
1558.80 6.813187e-01
1560.50 6.803197e-01
1561.30 6.793207e-01
1561.70 6.783217e-01
1564.10 6.773227e-01
1565.20 6.763237e-01
1567.20 6.753247e-01
1569.30 6.743257e-01
1569.40 6.733267e-01
1569.50 6.723277e-01
1570.60 6.713287e-01
1571.70 6.703297e-01
1571.80 6.693307e-01
1573.00 6.683317e-01
1573.50 6.673327e-01
1574.50 6.663337e-01
1575.10 6.653347e-01
1575.60 6.643357e-01
1575.80 6.633367e-01
1576.20 6.623377e-01
1576.90 6.613387e-01
1577.10 6.603397e-01
1577.50 6.593407e-01
1577.60 6.583417e-01
1577.90 6.573427e-01
1578.20 6.563437e-01
1579.10 6.553447e-01
1579.30 6.543457e-01
1579.50 6.533467e-01
1580.10 6.523477e-01
1580.50 6.513487e-01
1580.60 6.503497e-01
1584.20 6.493506e-01
1584.50 6.483516e-01
1584.60 6.473526e-01
1584.70 6.463536e-01
1584.80 6.453546e-01
1586.30 6.443556e-01
1587.10 6.433566e-01
1587.20 6.423576e-01
1588.50 6.413586e-01
1589.30 6.403596e-01
1589.40 6.393606e-01
1589.90 6.383616e-01
1589.90 6.373626e-01
1590.00 6.363636e-01
1590.10 6.353646e-01
1590.30 6.343656e-01
1590.50 6.333666e-01
1592.20 6.323676e-01
1592.80 6.313686e-01
1593.00 6.303696e-01
1593.60 6.293706e-01
1594.10 6.283716e-01
1595.50 6.273726e-01
1596.70 6.263736e-01
1596.80 6.253746e-01
1597.00 6.243756e-01
1599.30 6.233766e-01
1600.50 6.223776e-01
1601.20 6.213786e-01
1601.50 6.203796e-01
1601.60 6.193806e-01
1601.90 6.183816e-01
1602.20 6.173826e-01
1602.20 6.163836e-01
1602.30 6.153846e-01
1603.50 6.143856e-01
1603.80 6.133866e-01
1604.00 6.123876e-01
1606.30 6.113886e-01
1606.40 6.103896e-01
1607.20 6.093906e-01
1607.30 6.083916e-01
1607.50 6.073926e-01
1608.40 6.063936e-01
1608.60 6.053946e-01
1609.70 6.043956e-01
1610.20 6.033966e-01
1610.40 6.023976e-01
1610.70 6.013986e-01
1610.80 6.003996e-01
1611.20 5.994006e-01
1611.90 5.984016e-01
1613.20 5.974026e-01
1613.50 5.964036e-01
1613.80 5.954046e-01
1614.50 5.944056e-01
1616.80 5.934066e-01
1617.30 5.924076e-01
1618.40 5.914086e-01
1618.60 5.904096e-01
1620.30 5.894106e-01
1621.70 5.884116e-01
1621.80 5.874126e-01
1622.20 5.864136e-01
1622.60 5.854146e-01
1624.20 5.844156e-01
1625.10 5.834166e-01
1625.40 5.824176e-01
1625.50 5.814186e-01
1625.90 5.804196e-01
1626.90 5.794206e-01
1627.30 5.784216e-01
1628.10 5.774226e-01
1629.30 5.764236e-01
1629.70 5.754246e-01
1629.70 5.744256e-01
1629.90 5.734266e-01
1630.00 5.724276e-01
1630.30 5.714286e-01
1631.00 5.704296e-01
1631.70 5.694306e-01
1631.80 5.684316e-01
1632.30 5.674326e-01
1632.50 5.664336e-01
1633.20 5.654346e-01
1633.50 5.644356e-01
1633.60 5.634366e-01
1634.10 5.624376e-01
1634.40 5.614386e-01
1634.50 5.604396e-01
1634.70 5.594406e-01
1634.90 5.584416e-01
1635.00 5.574426e-01
1635.10 5.564436e-01
1635.90 5.554446e-01
1636.20 5.544456e-01
1636.30 5.534466e-01
1638.70 5.524476e-01
1638.80 5.514486e-01
1639.30 5.504496e-01
1641.30 5.494505e-01
1641.90 5.484515e-01
1642.20 5.474525e-01
1642.80 5.464535e-01
1642.90 5.454545e-01
1643.10 5.444555e-01
1644.60 5.434565e-01
1646.10 5.424575e-01
1646.60 5.414585e-01
1646.80 5.404595e-01
1647.00 5.394605e-01
1649.30 5.384615e-01
1650.40 5.374625e-01
1651.80 5.364635e-01
1652.30 5.354645e-01
1652.70 5.344655e-01
1653.60 5.334665e-01
1654.20 5.324675e-01
1654.30 5.314685e-01
1654.70 5.304695e-01
1655.50 5.294705e-01
1655.60 5.284715e-01
1656.00 5.274725e-01
1656.50 5.264735e-01
1657.30 5.254745e-01
1658.30 5.244755e-01
1659.00 5.234765e-01
1659.30 5.224775e-01
1659.60 5.214785e-01
1660.20 5.204795e-01
1660.30 5.194805e-01
1662.00 5.184815e-01
1663.00 5.174825e-01
1663.20 5.164835e-01
1664.10 5.154845e-01
1665.70 5.144855e-01
1666.40 5.134865e-01
1666.40 5.124875e-01
1666.70 5.114885e-01
1668.20 5.104895e-01
1668.70 5.094905e-01
1668.90 5.084915e-01
1668.90 5.074925e-01
1669.80 5.064935e-01
1670.00 5.054945e-01
1670.40 5.044955e-01
1670.90 5.034965e-01
1672.50 5.024975e-01
1672.60 5.014985e-01
1673.40 5.004995e-01
1674.00 4.995005e-01
1674.60 4.985015e-01
1675.50 4.975025e-01
1675.60 4.965035e-01
1675.70 4.955045e-01
1676.50 4.945055e-01
1679.10 4.935065e-01
1679.50 4.925075e-01
1679.50 4.915085e-01
1679.60 4.905095e-01
1681.00 4.895105e-01
1681.50 4.885115e-01
1683.40 4.875125e-01
1683.40 4.865135e-01
1684.90 4.855145e-01
1685.70 4.845155e-01
1686.70 4.835165e-01
1687.70 4.825175e-01
1688.00 4.815185e-01
1688.00 4.805195e-01
1688.50 4.795205e-01
1689.20 4.785215e-01
1689.60 4.775225e-01
1689.90 4.765235e-01
1690.90 4.755245e-01
1691.40 4.745255e-01
1691.80 4.735265e-01
1692.50 4.725275e-01
1692.80 4.715285e-01
1694.40 4.705295e-01
1694.60 4.695305e-01
1694.80 4.685315e-01
1695.60 4.675325e-01
1696.70 4.665335e-01
1696.90 4.655345e-01
1697.50 4.645355e-01
1699.30 4.635365e-01
1699.60 4.625375e-01
1702.20 4.615385e-01
1703.00 4.605395e-01
1703.60 4.595405e-01
1704.20 4.585415e-01
1704.60 4.575425e-01
1707.40 4.565435e-01
1707.90 4.555445e-01
1708.00 4.545455e-01
1708.50 4.535465e-01
1709.30 4.525475e-01
1709.50 4.515485e-01
1710.10 4.505495e-01
1710.30 4.495504e-01
1711.00 4.485514e-01
1712.00 4.475524e-01
1716.00 4.465534e-01
1718.50 4.455544e-01
1718.70 4.445554e-01
1719.20 4.435564e-01
1719.60 4.425574e-01
1720.70 4.415584e-01
1720.90 4.405594e-01
1722.10 4.395604e-01
1722.50 4.385614e-01
1722.60 4.375624e-01
1722.90 4.365634e-01
1723.20 4.355644e-01
1724.40 4.345654e-01
1724.70 4.335664e-01
1728.10 4.325674e-01
1728.30 4.315684e-01
1728.60 4.305694e-01
1729.10 4.295704e-01
1729.10 4.285714e-01
1732.40 4.275724e-01
1732.90 4.265734e-01
1734.20 4.255744e-01
1734.90 4.245754e-01
1735.30 4.235764e-01
1735.50 4.225774e-01
1738.50 4.215784e-01
1738.80 4.205794e-01
1739.40 4.195804e-01
1739.50 4.185814e-01
1740.20 4.175824e-01
1740.80 4.165834e-01
1743.10 4.155844e-01
1743.60 4.145854e-01
1743.90 4.135864e-01
1744.00 4.125874e-01
1746.50 4.115884e-01
1747.50 4.105894e-01
1748.90 4.095904e-01
1749.70 4.085914e-01
1749.70 4.075924e-01
1750.00 4.065934e-01
1750.60 4.055944e-01
1750.80 4.045954e-01
1752.50 4.035964e-01
1752.70 4.025974e-01
1752.80 4.015984e-01
1756.00 4.005994e-01
1757.30 3.996004e-01
1758.30 3.986014e-01
1759.00 3.976024e-01
1759.10 3.966034e-01
1760.40 3.956044e-01
1761.10 3.946054e-01
1762.90 3.936064e-01
1763.00 3.926074e-01
1764.70 3.916084e-01
1764.90 3.906094e-01
1765.60 3.896104e-01
1766.10 3.886114e-01
1767.00 3.876124e-01
1767.60 3.866134e-01
1767.90 3.856144e-01
1772.60 3.846154e-01
1772.60 3.836164e-01
1774.80 3.826174e-01
1775.10 3.816184e-01
1775.40 3.806194e-01
1776.20 3.796204e-01
1776.50 3.786214e-01
1777.80 3.776224e-01
1777.90 3.766234e-01
1778.40 3.756244e-01
1779.30 3.746254e-01
1779.40 3.736264e-01
1781.10 3.726274e-01
1782.60 3.716284e-01
1787.90 3.706294e-01
1788.90 3.696304e-01
1789.50 3.686314e-01
1789.60 3.676324e-01
1789.90 3.666334e-01
1790.50 3.656344e-01
1791.90 3.646354e-01
1792.20 3.636364e-01
1794.20 3.626374e-01
1794.30 3.616384e-01
1795.50 3.606394e-01
1795.70 3.596404e-01
1796.20 3.586414e-01
1796.60 3.576424e-01
1799.00 3.566434e-01
1799.80 3.556444e-01
1801.30 3.546454e-01
1801.30 3.536464e-01
1803.90 3.526474e-01
1804.20 3.516484e-01
1804.40 3.506494e-01
1805.20 3.496503e-01
1806.30 3.486513e-01
1806.30 3.476523e-01
1807.10 3.466533e-01
1807.40 3.456543e-01
1808.20 3.446553e-01
1809.50 3.436563e-01
1809.60 3.426573e-01
1809.80 3.416583e-01
1811.70 3.406593e-01
1811.70 3.396603e-01
1811.80 3.386613e-01
1813.00 3.376623e-01
1813.30 3.366633e-01
1814.50 3.356643e-01
1815.40 3.346653e-01
1816.10 3.336663e-01
1818.70 3.326673e-01
1818.90 3.316683e-01
1819.50 3.306693e-01
1820.30 3.296703e-01
1823.30 3.286713e-01
1824.30 3.276723e-01
1826.20 3.266733e-01
1827.90 3.256743e-01
1829.20 3.246753e-01
1830.70 3.236763e-01
1837.00 3.226773e-01
1838.10 3.216783e-01
1839.70 3.206793e-01
1840.10 3.196803e-01
1841.50 3.186813e-01
1845.00 3.176823e-01
1850.70 3.166833e-01
1851.40 3.156843e-01
1852.00 3.146853e-01
1852.20 3.136863e-01
1853.70 3.126873e-01
1855.00 3.116883e-01
1856.00 3.106893e-01
1856.10 3.096903e-01
1856.60 3.086913e-01
1857.80 3.076923e-01
1859.80 3.066933e-01
1860.10 3.056943e-01
1860.40 3.046953e-01
1860.40 3.036963e-01
1861.10 3.026973e-01
1865.20 3.016983e-01
1865.80 3.006993e-01
1868.60 2.997003e-01
1869.40 2.987013e-01
1870.60 2.977023e-01
1870.90 2.967033e-01
1876.50 2.957043e-01
1877.60 2.947053e-01
1878.10 2.937063e-01
1878.20 2.927073e-01
1879.10 2.917083e-01
1880.20 2.907093e-01
1880.70 2.897103e-01
1881.80 2.887113e-01
